Steps,Draw Type,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3
1,Line,124.277843,139.6,4.0,124.277843,140.0,3.6,NA,NA,NA
2,Line,124.277843,140.0,3.6,124.277843,140.1,3.6,NA,NA,NA
3,Line,124.277843,140.1,3.6,124.277843,140.1,4.1,NA,NA,NA
4,Line,124.277843,139.6,4.1,124.277843,140.1,4.1,NA,NA,NA
5,Line,124.277843,139.6,4.0,124.277843,139.6,4.1,NA,NA,NA
