Steps,Draw Type,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3
1,Line,113.800001,134.695834,4.0,113.800001,133.400002,4.0,NA,NA,NA
2,Line,113.800001,133.400002,4.0,116.199999,133.400002,4.0,NA,NA,NA
3,Line,116.199999,134.695844,4.0,116.199999,133.400002,4.0,NA,NA,NA
4,3_point_arc_1,116.199999,134.695845,4.0,114.999992,137.600003,4.0,113.799996,134.69584,4.0
