Steps,Draw Type,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10
1,spline_10_points_1,121.9039,106.500006,7.0,121.939321,106.439237,6.305407,122.044509,106.258776,5.631919,122.216267,105.964107,5.0,122.449377,105.564183,4.42885,122.736755,105.071156,3.935822,123.06967,104.500006,3.535898,123.438006,103.868086,3.24123,123.830572,103.194598,3.060769,124.235439,102.500006,3.0
2,spline_10_points_2,125.141747,102.922624,2.0,124.736879,103.790865,2.075961,124.344313,104.632725,2.301537,123.975977,105.422624,2.669873,123.643062,106.136562,3.169778,123.355684,106.752846,3.786062,123.122575,107.252751,4.5,122.950817,107.621087,5.289899,122.845629,107.846663,6.131759,122.810208,107.922624,7.0
