Steps,Draw Type,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3
1,spline_10_points_1,115.337487,94.499998,6.999993,115.112383,94.51302,6.681458,114.881434,94.553134,6.35297,114.650182,94.621912,6.020415,114.424184,94.720849,5.689646,114.208834,94.849475,5.36604,114.009118,95.005285,5.054649,113.829978,95.185685,4.760508,113.667425,95.399846,4.472621,113.524866,95.654764,4.18848
2,spline_10_points_2,113.524866,95.654764,4.18848,113.404612,95.912651,3.949486,113.275035,96.190528,3.734062,113.137138,96.48625,3.543872,112.991985,96.797531,3.380386,112.840699,97.121966,3.244867,112.684447,97.457048,3.138361,112.524438,97.800189,3.061692,112.361908,98.148736,3.015453,112.198112,98.499998,3.0
3,spline_10_points_3,112.198112,98.499998,3.0,111.472127,100.056876,3.0,110.746143,101.613754,3.0,110.020159,103.170633,3.0,109.294175,104.727511,3.0,108.56819,106.284389,3.0,107.842206,107.841267,3.0,107.116222,109.398145,3.0,106.390238,110.955024,3.0,105.664253,112.511902,3.0
4,spline_10_points_4,105.664253,112.511902,3.0,105.205812,113.352358,3.0,104.645347,114.128511,3.0,103.991752,114.828046,3.0,103.255398,115.439862,3.0,102.44797,115.95425,3.0,101.582281,116.363049,3.0,100.672066,116.659771,3.0,99.731769,116.839708,3.0,98.776312,116.900005,3.0
5,spline_10_points_5,98.776312,116.900005,3.0,98.317833,116.900005,3.0,97.859354,116.900005,3.0,97.400875,116.900005,3.0,96.942396,116.900005,3.0,96.483917,116.900005,3.0,96.025438,116.900005,3.0,95.566959,116.900005,3.0,95.10848,116.900005,3.0,94.650002,116.900005,3.0
6,spline_10_points_6,94.650002,116.900005,3.0,94.406893,116.921272,3.0,94.17117,116.984432,3.0,93.949997,117.087566,3.0,93.750092,117.227539,3.0,93.577532,117.4001,3.0,93.437558,117.600004,3.0,93.334425,117.821177,3.0,93.271265,118.0569,3.0,93.249998,118.300009,3.0
7,spline_10_points_7,93.249998,118.300009,3.0,93.249998,118.988896,3.0,93.249998,119.677784,3.0,93.249998,120.366672,3.0,93.249998,121.05556,3.0,93.249998,121.744447,3.0,93.249998,122.433335,3.0,93.249998,123.122223,3.0,93.249998,123.81111,3.0,93.249998,124.499998,3.0
8,spline_10_points_8,93.249998,124.499998,3.0,93.280381,124.847297,3.0,93.37061,125.184043,3.0,93.517944,125.500005,3.0,93.717907,125.785582,3.0,93.964422,126.032097,3.0,94.249999,126.23206,3.0,94.565961,126.379394,3.0,94.902707,126.469623,3.0,95.250006,126.500006,3.0
9,spline_10_points_9,95.250006,126.500006,3.0,96.840356,126.500006,3.0,98.430707,126.500006,3.0,100.021057,126.500006,3.0,101.611408,126.500006,3.0,103.201758,126.500006,3.0,104.792109,126.500006,3.0,106.382459,126.500006,3.0,107.972809,126.500006,3.0,109.56316,126.500006,3.0
10,spline_10_points_10,109.56316,126.500006,3.0,109.814597,126.484138,3.0,110.062044,126.436786,3.0,110.301574,126.358701,3.0,110.529388,126.251122,3.0,110.741869,126.115756,3.0,110.935647,125.954752,3.0,111.107646,125.770664,3.0,111.255137,125.566413,3.0,111.37578,125.34524,3.0
11,spline_10_points_11,111.37578,125.34524,3.0,112.322272,123.315477,3.0,113.268764,121.285715,3.0,114.215256,119.255953,3.0,115.161748,117.22619,3.0,116.10824,115.196428,3.0,117.054732,113.166666,3.0,118.001224,111.136904,3.0,118.947716,109.107141,3.0,119.894208,107.077379,3.0
12,spline_10_points_12,119.894208,107.077379,3.0,119.924123,107.013226,3.0,119.954038,106.949074,3.0,119.983953,106.884921,3.0,120.013868,106.820769,3.0,120.043783,106.756616,3.0,120.073697,106.692463,3.0,120.103612,106.628311,3.0,120.133527,106.564158,3.0,120.163442,106.500006,3.0
13,spline_10_points_13,120.163442,106.500006,3.0,120.163442,106.250243,3.0,120.163442,106.000481,3.0,120.163442,105.750719,3.0,120.163442,105.500957,3.0,120.163442,105.251194,3.0,120.163442,105.001432,3.0,120.163442,104.75167,3.0,120.163442,104.501908,3.0,120.163442,104.252145,3.0
